	Unnamed: 0	author	published_at	updated_at	like_count	text	newtext
0	0.0	RybackTV	2020-06-05T13:19:44Z	2020-06-05T13:19:44Z	36	"Checkout the entire Feed Me More Nutrition line at <a href=""http://feedmemore.com/"">FeedMeMore.com</a> and save 10% with YOUTUBE10 and for all NEW 1st Time Buyers Save 20% for your 1st Time with code NEWCUSTOMER at checkout. "	"Checkout the entire Feed Me More Nutrition line at <a href="" and save 10% with YOUTUBE10 and for all NEW 1st Time Buyers Save 20% for your 1st Time with code NEWCUSTOMER at checkout."
1	1.0	jerryboykin9563	2024-01-31T02:48:17Z	2024-01-31T02:48:17Z	0	Lol	Lol
2	3.0	timmanka6653	2023-11-23T01:26:37Z	2023-11-23T01:26:37Z	0	Happy Thanksgiving Ryback	Happy Thanksgiving Ryback
3	4.0	KiddJackson42	2023-11-10T13:19:07Z	2023-11-10T13:19:07Z	0	Can you do a wendys breakfast challenge	Can you do a wendys breakfast challenge
4	5.0	donaldwhitlow-yz9cj	2023-07-12T18:46:28Z	2023-07-12T18:46:28Z	0	Will you snap your head and say stupid you make me laugh man thank you for making me laugh. I need to go out brother. Thank you for you and your beautiful family. Have a blessed day.	Will you snap your head and say stupid you make me laugh man thank you for making me laugh. I need to go out brother. Thank you for you and your beautiful family. Have a blessed day.
5	6.0	donaldwhitlow-yz9cj	2023-07-12T18:43:00Z	2023-07-12T18:43:00Z	0	The food looks good	The food looks good
6	7.0	donaldwhitlow-yz9cj	2023-07-12T18:42:35Z	2023-07-12T18:42:35Z	0	You are always jacked my brother with all those big muscles you have a surprise you can get in that damn truck. I watch that when you were backstage a cane was back there with the food cart and you threw him those bag of peanuts and you said what you said I laughed my ass off brother that was funny as fuck.	You are always jacked my brother with all those big muscles you have a surprise you can get in that damn truck. I watch that when you were backstage a cane was back there with the food cart and you threw him those bag of peanuts and you said what you said I laughed my ass off brother that was funny as fuck.
7	8.0	travisstinson6710	2022-12-02T22:37:28Z	2022-12-02T22:37:28Z	0	You should do a Popeyes chicken sandwich review spicy chicken sandwich vs no spicy chicken sandwich Popeyes is my favorite meal	You should do a Popeyes chicken sandwich review spicy chicken sandwich vs no spicy chicken sandwich Popeyes is my favorite meal
8	9.0	joseenolet6195	2022-11-06T11:25:59Z	2022-11-06T11:25:59Z	0	Your welcome	Your welcome
9	10.0	SplitSpine85	2022-09-19T23:55:16Z	2022-09-19T23:55:33Z	0	You got a Famous Fucking; Bowl? Is that some awesome new add-on to the regular Famous Bowl? 	You got a Famous Fucking; Bowl? Is that some awesome new add-on to the regular Famous Bowl?
10	11.0	sunnyn9017	2022-07-21T23:35:11Z	2022-07-21T23:35:11Z	0	Support Ryback!!!!!	Support Ryback!!!!!
11	14.0	williamhudgins7181	2022-04-18T09:37:02Z	2022-04-18T09:37:02Z	0	It&#39;s 26 minutes and 10 seconds	It&#39;s 26 minutes and 10 seconds
12	15.0	williamhudgins7181	2022-04-18T09:34:10Z	2022-04-18T09:34:10Z	0	Get those KFC Bowls for your family.  They&#39;re good	Get those KFC Bowls for your family. They&#39;re good
13	16.0	realreviews4102	2022-03-28T21:29:23Z	2022-03-28T21:29:23Z	0	Those minutes really matter Facts and with Postmates they never include ketchup and most definitely not ranch	Those minutes really matter Facts and with Postmates they never include ketchup and most definitely not ranch
14	17.0	cozeetrax7430	2022-03-13T13:14:08Z	2022-03-13T13:14:08Z	0	only good food review channel	only good food review channel
15	18.0	cozeetrax7430	2022-03-13T13:13:49Z	2022-03-13T13:13:49Z	0	w videos w reviews	w videos w reviews
16	19.0	krogge10	2022-02-23T13:49:43Z	2022-02-23T13:49:43Z	0	This grease is alittle concerningnlmao fast food always looks good but never tastes that good lol thanks for the video	This grease is alittle concerningnlmao fast food always looks good but never tastes that good lol thanks for the video
17	20.0	robynmakortoff	2021-11-23T07:47:12Z	2021-11-23T07:47:12Z	0	Merry Christmas Ryback	Merry Christmas Ryback
18	21.0	davidfahey5068	2021-11-02T20:13:53Z	2021-11-02T20:13:53Z	1	Feed Me More....	Feed Me More....
19	22.0	skullsatan92	2021-10-27T16:38:29Z	2021-10-27T16:38:29Z	0	Ryback u have been amazing person bro  I love ur feeding videos they make my day even though I am going through really hard and tough time I need more people  like u out there bro	Ryback you have been amazing person bro I love you are feeding videos they make my day even though I am going through really hard and tough time I need more people like you out there bro
20	23.0	bharatmatakijai7237	2021-09-28T17:23:16Z	2021-09-28T17:23:16Z	0	Indian fans	Indian fans
21	24.0	josephknueppel4638	2021-09-23T21:37:47Z	2021-09-23T21:37:47Z	0	I GOT NASHVILLE HOT ALL OVER THE STEERING WHEEL	I GOT NASHVILLE HOT ALL OVER THE STEERING WHEEL
22	25.0	TOPINDIA-pe3ox	2021-09-19T18:47:46Z	2021-09-19T18:47:46Z	0	Ryback is great.. thats what she said !	Ryback is great.. that is what she said !
23	26.0	robynmakortoff	2021-09-19T13:53:23Z	2021-09-19T13:53:23Z	0	Morning Ryback	Morning Ryback
24	27.0	manav2016	2021-08-21T14:48:29Z	2021-08-21T14:48:29Z	0	I eat 100 times hot spicy More thanChallenge on line Through whole world watching	I eat 100 times hot spicy More thanChallenge on line Through whole world watching
25	28.0	bplis115	2021-07-07T03:17:14Z	2021-07-07T03:17:14Z	2	This is one of my favorite feeding times. The chicken sandwich transition to the bowl.	This is one of my favorite feeding times. The chicken sandwich transition to the bowl.
26	29.0	mohamadalzindani8069	2021-06-30T17:20:02Z	2021-06-30T17:20:02Z	0	Your hilarious	Your hilarious
27	30.0	jairusblay6614	2021-04-21T00:37:04Z	2021-04-21T00:37:04Z	0	THATS YUMMY SANA ALL	THAT IS YUMMY SANA ALL
28	31.0	trungv4535	2021-03-22T03:14:20Z	2021-03-22T03:14:20Z	0	My dude is staring like someone gonna steal his chicken e	My dude is staring like someone going to steal his chicken e
29	32.0	raymondrembert3176	2021-03-08T07:03:38Z	2021-03-08T07:03:38Z	0	I use to drink n smoke. But save me with you channel. I work out almost every day n eat like hell. Thanks for saving my life.	I use to drink n smoke. But save me with you channel. I work out almost every day n eat like hell. Thanks for saving my life.
30	33.0	JDWSportsTalkshow	2021-03-04T23:50:10Z	2021-03-04T23:50:10Z	0	&quot;You better be pulling out not pulling in&quot;Thats what she said lolol	&quot;You better be pulling out not pulling in&quot;That Is what she said lolol
31	35.0	manav2016	2021-02-03T14:38:40Z	2021-02-03T17:25:51Z	1	Really feed me more Man really need a bro and a friend like uNumber 1 fan of u buddy	Really feed me more Man really need a bro and a friend like uNumber 1 fan of you buddy
32	36.0	yeetfeet1878	2021-01-29T15:00:24Z	2021-01-29T15:00:24Z	0	Im sitting here eating yogurt and granola my next cheat meal is next week	I Am sitting here eating yogurt and granola my next cheat meal is next week
33	37.0	yeetfeet1878	2021-01-29T14:58:32Z	2021-01-29T14:58:32Z	0	The Nashville hot I have to admit they are amazing.	The Nashville hot I have to admit they are amazing.
34	38.0	RKRK-zs9yt	2021-01-16T11:35:32Z	2021-01-16T11:35:32Z	0	WWE Ryback very strong man feed me more	WWE Ryback very strong man feed me more
35	39.0	dreadfulbiscuit5752	2020-12-12T22:56:03Z	2020-12-12T22:56:03Z	0	He reminds me of george the animal steele	He reminds me of george the animal steele
36	40.0	randykinzey3182	2020-12-10T18:46:50Z	2020-12-10T18:46:50Z	0	So much better than cauliflower wings huh lol	So much better than cauliflower wings huh lol
37	41.0	martindavis9615	2020-11-21T05:07:58Z	2020-11-21T05:07:58Z	0	I don't have Touretteas	I do not have Touretteas
38	42.0	daigothrenten3236	2020-11-11T02:26:54Z	2020-11-11T02:26:54Z	0	Dude you are so funny it fucking hurts	Dude you are so funny it fucking hurts
39	43.0	drunkenactionfigureunboxin5138	2020-10-29T20:15:23Z	2020-10-29T20:15:23Z	0	Nashville hot is basically just grease	Nashville hot is basically just grease
40	44.0	michaellillie1094	2020-10-27T23:11:14Z	2020-10-27T23:11:14Z	0	Good luck  bud I have been watch this  it a cool thing	Good luck bud I have been watch this it a cool thing
41	45.0	joetheman223	2020-10-25T18:05:44Z	2020-10-25T18:05:44Z	0	Omg ryback with a roundhouse me: yess let&#39;s gooo!!!!!!!!	Omg ryback with a roundhouse me: yess let&#39;s gooo!!!!!!!!
42	46.0	tracydavis3149	2020-10-23T16:22:58Z	2020-10-23T16:22:58Z	1	Ryback do you like the chicken livers from KFC. There great as long as there not cooked to hard. I love KFC. And I really love Zaxbys. Zaxbys chicken fingers and there chicken sandwichs are wonderful. You should try Zaxbys if you haven&#39;t.	Ryback do you like the chicken livers from KFC. There great as long as there not cooked to hard. I love KFC. And I really love Zaxbys. Zaxbys chicken fingers and there chicken sandwichs are wonderful. You should try Zaxbys if you haven&#39;t.
43	47.0	culinarydreams.saransh7803	2020-10-21T14:10:46Z	2020-10-21T14:10:46Z	0	That mysterious she	That mysterious she
44	48.0	lordbeerus643	2020-10-19T23:50:08Z	2020-10-19T23:50:08Z	0	Go blue cheese next time bro thank me later it beats ranch any day	Go blue cheese next time bro thank me later it beats ranch any day
45	50.0	ayidabdulrahman474	2020-10-11T03:22:19Z	2020-10-11T03:22:19Z	0	I love you wwe so much for your time and bast the big guy Feed my more 	I love you wwe so much for your time and bast the big guy Feed my more
46	52.0	thomascollins2149	2020-10-11T02:23:28Z	2020-10-11T02:23:28Z	0	A big Mac challenge too buddy?	A big Mac challenge too buddy?
47	53.0	thomascollins2149	2020-10-11T02:22:34Z	2020-10-11T02:22:34Z	0	Can you do a candy apple challenge rybac?	Can you do a candy apple challenge rybac?
48	54.0	christopheryowell1981	2020-10-04T04:26:18Z	2020-10-04T04:26:18Z	0	Big Guy in a little car..	Big Guy in a little car..
49	55.0	christopheryowell1981	2020-10-04T04:13:51Z	2020-10-04T04:13:51Z	0	Hey Big Guy. Would you do a video of you eating 5 Guys Burgers and Fries. They rock! Try it.	Hey Big Guy. Would you do a video of you eating 5 Guys Burgers and Fries. They rock! Try it.
50	56.0	anthonyvela8456	2020-09-30T14:51:52Z	2020-09-30T14:51:52Z	0	Everytime I watch these I wish I was there I get hungry I want feeding time to	Everytime I watch these I wish I was there I get hungry I want feeding time to
51	57.0	josephwoolley456	2020-09-29T21:45:44Z	2020-09-29T21:45:44Z	1	really resonated with me	really resonated with me
52	58.0	therealogre765	2020-08-28T06:34:50Z	2020-08-28T06:34:50Z	0	I didnt know KFC had fries!?!? Wtf	I did not know KFC had fries!?!? Wtf
53	59.0	wholesomestrangejourney	2020-08-01T17:53:36Z	2020-08-01T17:53:36Z	0	Intro reminds me of idiocracy	Intro reminds me of idiocracy
54	60.0	bigtonutz	2020-07-28T23:12:20Z	2020-07-28T23:12:20Z	0	HAHAHA	HAHAHA
55	61.0	Greeneggsz	2020-07-18T05:03:19Z	2020-07-18T05:04:21Z	1	"Dude Ryback your channel is one of the best out there. Always good seeing you brother. When you get it all over the steering wheel and your frustrated with yourself  <a href=""https://www.youtube.com/watch?v=h65Mfj8dIq0&amp;t=500"">8:20</a>"	"Dude Ryback your channel is one of the best out there. Always good seeing you brother. When you get it all over the steering wheel and your frustrated with yourself <a href="""
56	62.0	gamingshorts9342	2020-07-17T10:39:01Z	2020-07-17T10:39:01Z	0	Juicy steering wheel	Juicy steering wheel
57	63.0	nickmorris9311	2020-07-15T05:47:02Z	2020-07-15T05:47:02Z	0	Always put the butter and honey on the biscuit Big Guy	Always put the butter and honey on the biscuit Big Guy
58	64.0	willsbreaks80	2020-07-10T08:15:00Z	2020-07-10T08:15:00Z	0	Hey big guy. I love the videos you&#39;re most deff not a loser. Always have been and always will be my favorite wrestler. Keep&#39;em coming big guy. You are the GOAT for real...	Hey big guy. I love the videos you&#39;re most deff not a loser. Always have been and always will be my favorite wrestler. Keep&#39;them coming big guy. You are the GOAT for real...
59	65.0	jayflex1000	2020-07-08T18:43:15Z	2020-07-08T18:43:15Z	0	Actually I wouldn't mind seeing your diet day of eating lolol. So I think you should make one. Day in the life of the big guy lol	Actually I would not mind seeing your diet day of eating lolol. So I think you should make one. Day in the life of the big guy lol
60	66.0	monkeyfreshpap7989	2020-07-08T09:08:40Z	2020-07-08T09:08:40Z	0	When will you return to wwe	When will you return to wwe
61	67.0	jeremyendicott8181	2020-07-03T05:38:01Z	2020-07-03T05:38:01Z	0	Try KFCs finger lickin&#39; good sauce! Soo good!	Try KFCs finger lickin&#39; good sauce! Soo good!
62	68.0	welcomehere3594	2020-06-25T13:16:38Z	2020-06-25T13:16:38Z	0	Nice vid BIG GUY	Nice vid BIG GUY
63	69.0	robbiemangham8636	2020-06-25T01:56:05Z	2020-06-25T01:56:05Z	0	soooo funny. Ryback is funny as hell. Keep the videos coming	soooo funny. Ryback is funny as hell. Keep the videos coming
64	70.0	josephholmes3933	2020-06-24T01:19:33Z	2020-06-24T01:19:33Z	1	I find it hilarious how he keeps looking out the window like someone's about to punch do it and take his chicken tenders LOL	I find it hilarious how he keeps looking out the window like someone is about to punch do it and take his chicken tenders LOL
65	71.0	VoDJHiTzoV	2020-06-20T09:59:39Z	2020-06-20T09:59:39Z	0	this guy talks some shit to himself reminds me of myself subscribed	this guy talks some shit to himself reminds me of myself subscribed
66	72.0	saurabhchauhan5325	2020-06-17T13:58:50Z	2020-06-17T13:58:50Z	0	Hi bro how are you	Hi bro how are you
67	73.0	mrchrissmith410	2020-06-16T23:21:05Z	2020-06-16T23:21:05Z	0	Im trying to lose 30lbs	I Am trying to lose 30lbs
68	74.0	toymot	2020-06-11T10:56:11Z	2020-06-11T10:56:11Z	0	&quot;I&#39;M SO F#$%IN JACKED I CANT EVEN MOVE IN MY OWN CAR!!&quot;-BIG GUY 2020	&quot;I&#39;M SO F#$%IN JACKED I CANNOT EVEN MOVE IN MY OWN CAR!!&quot;-BIG GUY 2020
69	75.0	TheYEAHproductions1	2020-06-09T10:26:37Z	2020-06-09T10:26:37Z	0	Cant wait to see the big guy get fed in AEW! You and Lance Archer would make such an entertaining tag team.	Cannot wait to see the big guy get fed in AEW! You and Lance Archer would make such an entertaining tag team.
70	76.0	Canflip77	2020-06-09T01:15:39Z	2020-06-09T01:15:39Z	0	I&#39;ve Got to try it! Feed me more!	I&#39;ve Got to try it! Feed me more!
71	77.0	noladarkness	2020-06-08T23:26:19Z	2020-06-08T23:26:19Z	0	EAT SOME MORE! EAT SOME MORE!! EAT SOME MORE!!!Long live the Sir Ryback!	EAT SOME MORE! EAT SOME MORE!! EAT SOME MORE!!!Long live the Sir Ryback!
72	78.0	MrMiami4vip	2020-06-08T22:34:51Z	2020-06-08T22:36:08Z	1	yo Ryback I&#39;m a big guy to I&#39;m 6&#39;6&quot; 290lbs I&#39;m a powerhouse Love watching your channel I share a lot in common with you We both have a problem with Authority trying to screw us and we both love to eat Keep up your Independence Big guy we both anti social also and I scream Out loud for no reason lol and people follow me and get in my way And I get Crazy	yo Ryback I&#39;m a big guy to I&#39;m 6&#39;6&quot; 290lbs I&#39;m a powerhouse Love watching your channel I share a lot in common with you We both have a problem with Authority trying to screw us and we both love to eat Keep up your Independence Big guy we both anti social also and I scream Out loud for no reason lol and people follow me and get in my way And I get Crazy
73	79.0	nikolajovic9868	2020-06-08T16:14:52Z	2020-06-08T16:14:52Z	0	Mean  you are big man Houf mach food you eat in dea	Mean you are big man Houf mach food you eat in dea
74	80.0	iceman04m84	2020-06-08T10:01:22Z	2020-06-08T10:01:22Z	0	Im going to have to try those	I Am going to have to try those
75	81.0	dariusanderson7992	2020-06-08T07:41:08Z	2020-06-08T07:41:08Z	0	How much do u eat	How much do you eat
76	82.0	toodnguyen588	2020-06-08T07:32:26Z	2020-06-08T07:32:26Z	0	 at the part where he went off on getting sauce on the steering wheel lol so unexpected	at the part where he went off on getting sauce on the steering wheel lol so unexpected
77	83.0	donnburge1692	2020-06-08T05:43:30Z	2020-06-08T05:43:30Z	0	dam in the cabin in Alaska closes KFC 70 miles thx ryback	dam in the cabin in Alaska closes KFC 70 miles thanks ryback
78	84.0	igorfitness	2020-06-08T01:03:14Z	2020-06-08T01:03:14Z	0	Power food dude	Power food dude
79	85.0	amirhosseindavar2813	2020-06-07T16:05:20Z	2020-06-07T16:05:20Z	0	Everything is great but i think you need to clean that lens its like you touched it and got all the sweat and stayed for a week and result is that like shadow thing...but man except this all of the things are great»»»»	Everything is great but i think you need to clean that lens its like you touched it and got all the sweat and stayed for a week and result is that like shadow thing...but man except this all of the things are great»»»»
80	86.0	titoskillz30	2020-06-07T05:27:46Z	2020-06-07T05:27:46Z	1	Can&#39;t wait till u come back to wrestle.. Congratulations on your YouTube Silver Award..	Can&#39;t wait till you come back to wrestle.. Congratulations on your YouTube Silver Award..
81	87.0	bretfarris2369	2020-06-07T05:04:51Z	2020-06-07T05:04:51Z	0	Man this guy is the best	Man this guy is the best
82	88.0	barymillien7066	2020-06-07T02:42:59Z	2020-06-07T02:42:59Z	1	you need to get a towel when you eat lol	you need to get a towel when you eat lol
83	89.0	georgep7925	2020-06-07T02:32:18Z	2020-06-07T02:32:18Z	2	I can safely say rybacks channel is the only channel i sit and watch the full advert for  deserved the ad money for the entertainment	I can safely say rybacks channel is the only channel i sit and watch the full advert for deserved the ad money for the entertainment
84	90.0	georgep7925	2020-06-07T02:30:51Z	2020-06-07T02:30:51Z	0	Unsure wether they have it in american kfcs but in uk kfc they have a sauce called supercharger sauce	Unsure wether they have it in american kfcs but in uk kfc they have a sauce called supercharger sauce
85	91.0	zoch3421	2020-06-07T00:47:31Z	2020-06-07T00:47:31Z	0	Last time I went to KFC was last month	Last time I went to KFC was last month
86	92.0	matthewsalazar4553	2020-06-06T22:16:17Z	2020-06-06T22:16:17Z	0	&quot;Little bitch Jeffrey!&quot; now when I meet a guy name Jeffrey that will pop in my head.	&quot;Little bitch Jeffrey!&quot; now when I meet a guy name Jeffrey that will pop in my head.
87	93.0	briansaucedo1108	2020-06-06T22:11:43Z	2020-06-06T22:11:43Z	0	Imagine trying to park and you see the big guy dipping his nashville hot chicken strips into ranch while grease runs down his hand mugging you through his car window lol Ryback is the most entertaining person on youtube im laughing through the whole video.	Imagine trying to park and you see the big guy dipping his nashville hot chicken strips into ranch while grease runs down his hand mugging you through his car window lol Ryback is the most entertaining person on youtube i am laughing through the whole video.
88	94.0	john2914	2020-06-06T21:42:42Z	2020-06-06T21:42:42Z	0	That is good stuff sir...... loved it.....	That is good stuff sir...... loved it.....
89	95.0	484TECHDUDE	2020-06-06T20:34:04Z	2020-06-06T20:34:04Z	1	I live for your &quot;that&#39;s what she said&quot; jokes lol	I live for your &quot;that&#39;s what she said&quot; jokes lol
90	96.0	deanambrosejosh5368	2020-06-06T19:56:59Z	2020-06-06T19:56:59Z	1	Josh batty???	Josh batty???
91	97.0	ITZBEAUTYBABE	2020-06-06T19:46:35Z	2020-06-06T19:46:35Z	0	Good Afternoon Family  its ya Grl Beauty.  Ryback love yur channel.  New sub.  But I wanted to ask can you try my challenge I came up wth its called the 24/7 seafood challenge only if yu eat seafood.  Its on my page beauty dairy23. Subscribe to my channel as well an tell an friend YouTube family 	Good Afternoon Family its ya Grl Beauty. Ryback love yur channel. New sub. But I wanted to ask can you try my challenge I came up wth its called the 24/7 seafood challenge only if yu eat seafood. Its on my page beauty dairy23. Subscribe to my channel as well an tell an friend YouTube family
92	98.0	danielmouser5303	2020-06-06T19:15:21Z	2020-06-06T19:15:21Z	0	Badass shirt the big guy	Badass shirt the big guy
93	99.0	Aditya-rr2hu	2020-06-06T18:29:02Z	2020-06-06T18:29:02Z	0	1:30. This Never Gets Old	1:30. This Never Gets Old
94	0.0	gamingwithjaela704	2024-04-03T01:48:26Z	2024-04-03T01:48:26Z	0	I think Michelle is gonna win	I think Michelle is going to win
95	1.0	Diamond_the_princess	2024-03-30T04:29:25Z	2024-03-30T04:29:25Z	0	Ok ok ok okay!!! Stop Bragging 	Ok ok ok okay!!! Stop Bragging
96	2.0	amazingava4297	2024-03-24T05:54:56Z	2024-03-24T05:54:56Z	0	Im a big fan of you guys I love the name of queen family is so cute. Ive been a fan for seven years even if its a short time I love you guys so much I love you too. Little girls are so cute Im seven by the way	I Am a big fan of you guys I love the name of queen family is so cute. I Have been a fan for seven years even if its a short time I love you guys so much I love you too. Little girls are so cute I Am seven by the way
97	3.0	jermeshiafarrow8750	2024-03-22T01:28:29Z	2024-03-22T01:28:29Z	0	slayyyyy	slayyyyy
98	4.0	user-jg7ro3mi1l	2024-03-20T01:36:32Z	2024-03-20T01:36:32Z	0	I love food so much	I love food so much
99	5.0	user-sh4op6kr9u	2024-03-17T00:10:14Z	2024-03-17T00:10:14Z	0	You guys are so funny I love your videos	You guys are so funny I love your videos
100	6.0	RaliIoannidis-ys1ip	2024-03-10T19:07:19Z	2024-03-10T19:07:19Z	0	The Girl on the Right is tweaking	The Girl on the Right is tweaking
101	7.0	jodianharvey4025	2024-03-10T00:20:23Z	2024-03-10T00:20:23Z	0	Watching here from Jamaica love your videos	Watching here from Jamaica love your videos
102	8.0	hilt6pentertainments	2024-03-07T23:50:45Z	2024-03-07T23:50:45Z	0	Michelle	Michelle
103	9.0	hilt6pentertainments	2024-03-07T23:45:33Z	2024-03-07T23:45:33Z	0	mic	mic
104	10.0	user-os4sc7kt5c	2024-03-07T01:00:21Z	2024-03-07T01:00:21Z	0	I think its dad	I think its dad
105	11.0	user-kn8cp4ek4f	2024-03-05T23:50:38Z	2024-03-05T23:50:38Z	0	Bro pray first	Bro pray first
106	15.0	lorinberkyurek3138	2024-03-01T18:17:12Z	2024-03-01T18:17:12Z	0	Hi i new fan i cent spaek english well but i understend wat you	Hi i new fan i cent spaek english well but i understend wat you
107	17.0	quawneishapeoples9363	2024-02-28T13:05:07Z	2024-02-28T13:05:07Z	0	Michelle	Michelle
108	19.0	vibingwithashlee2528	2024-02-24T00:30:05Z	2024-02-24T00:30:05Z	0	i love your mukbangs you guys are amazing!	i love your mukbangs you guys are amazing!
109	20.0	HairCookingQueen	2024-02-19T19:12:00Z	2024-02-19T19:12:00Z	0	I love you people I am from Cameroon	I love you people I am from Cameroon
110	21.0	TitiNevaeh	2024-02-19T04:38:51Z	2024-02-19T04:38:51Z	0	Sylvia cheated she should be out	Sylvia cheated she should be out
111	22.0	PrincessMorganLeigh	2024-02-19T02:40:48Z	2024-02-19T02:40:48Z	0	I want to say is I think that girl like the girl like on the other side not like where the corn at like where the other girl at I think she spent some out in the napkin	I want to say is I think that girl like the girl like on the other side not like where the corn at like where the other girl at I think she spent some out in the napkin
112	24.0	user-yt8qb3cr7u	2024-02-01T22:32:59Z	2024-02-01T22:32:59Z	0	dang yall	dang you all
113	25.0	user-mv6qd3jx2j	2024-01-31T22:51:43Z	2024-01-31T22:51:43Z	0	One bite is crazyyyy	One bite is crazyyyy
114	26.0	bobbybrown8414	2024-01-20T11:24:37Z	2024-01-20T11:24:37Z	0	immediately	immediately
115	27.0	sammimckay164	2024-01-07T04:56:49Z	2024-01-07T04:56:49Z	0	Guys pls Don&#39;t choke I&#39;m dying by looking at you guys get the patatos in your mouth	Guys pls Don&#39;t choke I&#39;m dying by looking at you guys get the patatos in your mouth
116	29.0	tishboyd-qr4on	2024-01-04T21:43:29Z	2024-01-04T21:43:29Z	0	Michelle because she takes big bite	Michelle because she takes big bite
117	30.0	Itsmevalerie_	2024-01-02T01:23:21Z	2024-01-02T01:23:21Z	0	Daddy is so funny 	Daddy is so funny
118	31.0	Summer_Toca.Boca.live.family	2023-12-28T05:43:12Z	2023-12-28T05:43:12Z	0	But say hi shamya	But say hi shamya
119	32.0	Summer_Toca.Boca.live.family	2023-12-28T05:42:30Z	2023-12-28T05:42:30Z	0	Ok I love watching your videos	Ok I love watching your videos
120	33.0	oyinkansolashoyoye8804	2023-12-27T17:14:06Z	2023-12-27T17:14:06Z	0	yOUR DAD IS SO CARING	yOUR DAD IS SO CARING
121	34.0	LifewithLela.	2023-12-27T13:48:26Z	2023-12-27T13:48:26Z	0	Hats off to you guys how you manage those first massive potatoes is unbelievable.	Hats off to you guys how you manage those first massive potatoes is unbelievable.
122	35.0	user-fe7kl8jg5t	2023-12-18T17:05:12Z	2023-12-18T17:05:12Z	0	 enjoy guys	enjoy guys
123	36.0	user-fe7kl8jg5t	2023-12-18T16:44:48Z	2023-12-18T16:44:48Z	0	Hlw queen family lets go yummy food ummmm	Hlw queen family let us go yummy food ummmm
124	37.0	angelalaprade2332	2023-12-11T04:45:37Z	2023-12-11T04:45:37Z	0	 beautiful family 	 beautiful family 
125	38.0	colettesamuel3008	2023-11-28T19:59:14Z	2023-11-28T19:59:14Z	0	Love you video  I&#39;m from America  but I live in antigua	Love you video I&#39;m from America but I live in antigua
126	39.0	MaeeraKone-vp9nh	2023-11-26T19:37:16Z	2023-11-26T19:37:16Z	0	I am from Ivory Coast	I am from Ivory Coast
127	40.0	bernicenamane6823	2023-11-13T14:49:42Z	2023-11-13T14:49:42Z	0	that was a good vidio good job!!!!!!!!!!!!!!!!!!!!	that was a good vidio good job!!!!!!!!!!!!!!!!!!!!
128	41.0	kelyanejiongo	2023-10-30T02:22:31Z	2023-10-30T02:22:31Z	0	Me to girl the best contry in the world 	Me to girl the best contry in the world
129	42.0	marcyally7792	2023-10-24T00:51:02Z	2023-10-24T00:51:02Z	0	Michelle green	Michelle green
130	43.0	user-sh4qz8dn6s	2023-10-17T01:25:51Z	2023-10-17T01:25:51Z	0	if i cant do it then w.y u do it	if i cannot do it then w.y you do it
131	44.0	kiarapou4452	2023-09-25T15:47:38Z	2023-09-25T15:47:38Z	0	Silvia Stefany and Aaliyah all look the same to me	Silvia Stefany and Aaliyah all look the same to me
132	45.0	user-xe4uf2vc1l	2023-09-25T02:57:05Z	2023-09-25T02:57:05Z	0	Yes	Yes
133	46.0	otuahenefrimpong-manson5532	2023-09-01T01:11:36Z	2023-09-01T01:11:35Z	0	Hi name ama girl friends.	Hi name ama girl friends.
134	47.0	NattaleaThomas-ph5jv	2023-08-19T05:04:15Z	2023-08-19T05:04:15Z	0	Sylvia cheated for round 2	Sylvia cheated for round 2
135	48.0	bikonmarak3387	2023-08-16T15:56:51Z	2023-08-16T15:56:51Z	0	I love your eating show	I love your eating show
136	49.0	Shielded-xt1do	2023-08-13T01:57:13Z	2023-08-13T01:57:13Z	0	imagine how big their mouth is gonna look like after the vid	imagine how big their mouth is going to look like after the vid
137	51.0	Savetheworld34557	2023-08-10T16:26:55Z	2023-08-10T16:26:55Z	0	Micheal is so funny she said woah ayooo pause	Micheal is so funny she said woah ayooo pause
138	52.0	peppa98	2023-08-06T15:27:38Z	2023-08-06T15:28:01Z	1	Michelle be like:NO DAD YOU PICK THIS IS ONE	Michelle be like:NO DAD YOU PICK THIS IS ONE
139	53.0	WoodLogger1	2023-08-02T19:35:29Z	2023-08-02T19:35:29Z	0	I THINK ITS GONNA BE ME TO BE HONEST	I THINK ITS GOING TO BE ME TO BE HONEST
140	54.0	leilla-shiwamartin6163	2023-07-30T07:15:07Z	2023-07-30T07:15:07Z	0	Do one of you watch ojo  please reply no one replys to me	Do one of you watch ojo please reply no one replys to me
141	56.0	desaby3720	2023-07-26T17:38:47Z	2023-07-26T17:38:47Z	1	I  new  it	I new it
142	57.0	desaby3720	2023-07-26T17:20:18Z	2023-07-26T17:20:18Z	1	Dad	Dad
143	58.0	greeneyesotero7191	2023-07-25T21:30:34Z	2023-07-25T21:30:34Z	0	I think cooler is Michelle And the dad And the sister	I think cooler is Michelle And the dad And the sister
144	59.0	playamadechris9822	2023-07-24T15:30:11Z	2023-07-24T15:30:11Z	0	Hey	Hey
145	60.0	JovannaAquino-vz4lv	2023-07-19T01:15:19Z	2023-07-19T01:15:19Z	1	If we cant try it a home where can we? 	If we cannot try it a home where can we?
